2025-07-15 23:07:53,37.504425,22.369287,08:3A:8D:DE:E5:10
2025-07-15 23:07:54,37.504452,22.369287,08:3A:8D:DE:E5:10
2025-07-15 23:07:55,37.504444,22.369286,08:3A:8D:DE:E5:10
2025-07-15 23:07:56,37.504440,22.369284,08:3A:8D:DE:E5:10
2025-07-15 23:07:56,37.50444,22.369284,08:3A:8D:DE:E5:10
2025-07-15 23:07:57,37.504444,22.369278,08:3A:8D:DE:E5:10
2025-07-15 23:07:58,37.504425,22.369297,08:3A:8D:DE:E5:10
2025-07-15 23:07:59,37.504425,22.369295,08:3A:8D:DE:E5:10
2025-07-15 23:08:00,37.504421,22.369299,08:3A:8D:DE:E5:10
2025-07-15 23:08:01,37.504448,22.369287,08:3A:8D:DE:E5:10
2025-07-15 23:08:02,37.504471,22.369276,08:3A:8D:DE:E5:10
2025-07-15 23:08:03,37.504471,22.369257,08:3A:8D:DE:E5:10
2025-07-15 23:08:04,37.504501,22.369253,08:3A:8D:DE:E5:10
2025-07-15 23:08:05,37.504517,22.369259,08:3A:8D:DE:E5:10
2025-07-15 23:08:06,37.504528,22.369274,08:3A:8D:DE:E5:10
2025-07-15 23:08:07,37.504559,22.369295,08:3A:8D:DE:E5:10
2025-07-15 23:08:08,37.504585,22.369326,08:3A:8D:DE:E5:10
2025-07-15 23:08:09,37.504601,22.369349,08:3A:8D:DE:E5:10
2025-07-15 23:08:10,37.504616,22.369360,08:3A:8D:DE:E5:10
2025-07-15 23:08:10,37.504616,22.36936,08:3A:8D:DE:E5:10
2025-07-15 23:08:10,37.504616,22.369360,08:3A:8D:DE:E5:10
2025-07-15 23:08:11,37.504631,22.369370,08:3A:8D:DE:E5:10
2025-07-15 23:08:11,37.504631,22.36937,08:3A:8D:DE:E5:10
2025-07-15 23:08:11,37.504631,22.369370,08:3A:8D:DE:E5:10
2025-07-15 23:08:12,37.504642,22.369379,08:3A:8D:DE:E5:10
2025-07-15 23:08:13,37.504650,22.369389,08:3A:8D:DE:E5:10
2025-07-15 23:08:14,37.504654,22.369398,08:3A:8D:DE:E5:10
2025-07-15 23:08:15,37.504662,22.369396,08:3A:8D:DE:E5:10
2025-07-15 23:08:16,37.504662,22.369387,08:3A:8D:DE:E5:10
2025-07-15 23:08:17,37.504662,22.369381,08:3A:8D:DE:E5:10
2025-07-15 23:08:18,37.504662,22.369387,08:3A:8D:DE:E5:10
2025-07-15 23:08:19,37.504662,22.369375,08:3A:8D:DE:E5:10
2025-07-15 23:08:20,37.504662,22.369360,08:3A:8D:DE:E5:10
2025-07-15 23:08:20,37.504662,22.36936,08:3A:8D:DE:E5:10
2025-07-15 23:08:21,37.504665,22.369362,08:3A:8D:DE:E5:10
2025-07-15 23:08:22,37.504662,22.369360,08:3A:8D:DE:E5:10
2025-07-15 23:08:23,37.504662,22.369350,08:3A:8D:DE:E5:10
2025-07-15 23:08:24,37.504662,22.369343,08:3A:8D:DE:E5:10
2025-07-15 23:08:25,37.504658,22.369329,08:3A:8D:DE:E5:10
2025-07-15 23:08:26,37.504662,22.369320,08:3A:8D:DE:E5:10
2025-07-15 23:08:26,37.504662,22.36932,08:3A:8D:DE:E5:10
2025-07-15 23:08:27,37.504658,22.369308,08:3A:8D:DE:E5:10
2025-07-15 23:08:28,37.504658,22.369291,08:3A:8D:DE:E5:10
2025-07-15 23:08:29,37.504662,22.369289,08:3A:8D:DE:E5:10
2025-07-15 23:08:30,37.504665,22.369295,08:3A:8D:DE:E5:10
2025-07-15 23:08:31,37.504665,22.369289,08:3A:8D:DE:E5:10
2025-07-15 23:08:32,37.504665,22.369282,08:3A:8D:DE:E5:10
2025-07-15 23:08:33,37.504669,22.369284,08:3A:8D:DE:E5:10
2025-07-15 23:08:34,37.504669,22.369276,08:3A:8D:DE:E5:10
2025-07-15 23:08:35,37.504673,22.369286,08:3A:8D:DE:E5:10
